utility,incident_id,type,latitude,longitude,start_local_raw,start_utc,etr_local_raw,etr_utc,retrieved_utc
anaheim,293483,Current Electric Outage,33.8108519597,-117.935565776,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108521318,-117.935766763,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108546471,-117.935965405,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108479224,-117.936169644,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108441206,-117.936376558,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.810847728,-117.936597832,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8112076644,-117.9351913,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108530176,-117.935160465,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108616077,-117.935361463,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108213248,-117.932947261,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8107760118,-117.933150401,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108156556,-117.933367936,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108424233,-117.933750985,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108295482,-117.9339165,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108159852,-117.934133006,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108130629,-117.934349717,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8108212968,-117.934528391,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.810863023,-117.934738878,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8111903336,-117.934761488,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8112045108,-117.934567805,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8111959379,-117.934345974,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8112099277,-117.934166142,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8112125422,-117.933972235,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8112267182,-117.933778553,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8112065822,-117.933556497,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8112218775,-117.933279712,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8135639153,-117.936450302,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
